发布日期,岗位名称,薪酬low,薪酬high,几薪,工作城市,城市2,城市3,地区,学历,工作年限,公司名称,公司行业,其他方面,链接
2019年12月11日,招聘企划经理 数据分析经理,12,18,18,上海,,,,统招本科,2年以上,医疗/保健/美容/卫生服务,医疗保健美容卫生服务,,https://www.liepin.com/a/18128345.shtml
2019年12月11日,招聘数据分析师,10,13,12,广州,,,,统招本科,1年以上,中国联通广东省分公司,通信业,年底双薪|通讯津贴|午餐补助|定期体检|五险一金|500强,https://www.liepin.com/job/1923872937.shtml
2019年12月11日,招聘数据分析工程师,15,25,12,广州,,,,本科及以上,3年以上,计算机软件,计算机软件,领导好|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1919564479.shtml
2019年12月11日,招聘数据分析师（bi工程师）,15,25,12,广州,,,,本科及以上,3年以上,计算机软件,计算机软件,领导好|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1919662935.shtml
2019年12月11日,招聘长沙/上海-财务数据分析,5,10,14,上海,长沙,,,统招本科,经验不限,知名汽车行业外资公司,汽车摩托车，机械制造机电重工，仪器仪表工业自动化电气,,https://www.liepin.com/a/17620783.shtml
2019年12月11日,招聘数据分析师,8,13,13,上海,,,徐汇区,统招本科,2年以上,电子商务,电子商务,年底双薪|绩效奖金|交通补助|通讯津贴|年度旅游|节日礼物|上市公司|公司规模大,https://www.liepin.com/job/1924897353.shtml
2019年12月11日,招聘数据分析师,15,30,12,深圳,,,,本科及以上,3年以上,华为,通信业,股票期权|绩效奖金|定期体检|岗位晋升|五险一金|生育补贴|500强,https://www.liepin.com/job/1925242305.shtml
2019年12月11日,招聘数据分析主管,12,15,13,上海,,,长宁区,本科及以上,2年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17670553.shtml
2019年12月11日,招聘大数据分析师,10,15,12,武汉,,,,本科及以上,3年以上,武汉美之修行信息科技有限公司,互联网电商,绩效奖金|带薪年假|弹性工作|节日礼物|扁平管理|五险一金|休闲餐点|领导好|发展空间大|商业医疗保险,https://www.liepin.com/job/1922019789.shtml
2019年12月11日,招聘爬虫工程师（数据分析）,面议,,,武汉,,,,本科及以上,1年以上,武汉美之修行信息科技有限公司,互联网电商,绩效奖金|带薪年假|弹性工作|节日礼物|扁平管理|五险一金|休闲餐点|领导好|发展空间大|商业医疗保险,https://www.liepin.com/job/1921769205.shtml
2019年12月11日,招聘数据分析,20,25,24,上海,,,,硕士及以上,5年以上,基金/证券/期货/投资,基金证券期货投资,,https://www.liepin.com/a/18127369.shtml
2019年12月11日,招聘数据分析专员,5,10,12,杭州,,,江干区,大专及以上,1年以上,海明控股,服装纺织,绩效奖金|带薪年假|管理规范|五险一金|发展空间大,https://www.liepin.com/job/1921988837.shtml
2019年12月11日,招聘数据分析师,30,50,16,,,,,统招本科,3年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/18127215.shtml
2019年12月11日,招聘高级数据分析师(J10128),18,35,12,,,,,统招本科,3年以上,北京斗米优聘科技发展有限公司,轮,带薪年假|定期体检|节日礼物|扁平管理|岗位晋升|五险一金|团队聚餐|发展空间大,https://www.liepin.com/job/1921757925.shtml
2019年12月11日,招聘数据分析管理岗,面议,,,深圳,,,福田区,统招本科,经验不限,银联国际,互联网电商,带薪年假|管理规范|技能培训|岗位晋升|领导好|发展空间大,https://www.liepin.com/job/1922014223.shtml
2019年12月11日,招聘质量数据分析,40,50,12,北京,,,,统招本科,5年以上,汽车/摩托车,汽车摩托车,,https://www.liepin.com/a/17314037.shtml
2019年12月11日,招聘数据分析专员,3,8,12,江门,,,,大专及以上,1年以上,计算机软件,计算机软件,绩效奖金|带薪年假|五险一金|生育补贴|发展空间大|岗位晋升|年度旅游|交通补助|通讯津贴|外派津贴,https://www.liepin.com/job/1915681628.shtml
2019年12月11日,招聘数据分析师（市场方向）,12,18,14,上海,,,浦东新区,统招本科,2年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17687199.shtml
2019年12月11日,招聘数据分析专家或高级分析,30,50,16,,,,,统招本科,3年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17905059.shtml
2019年12月11日,招聘数据分析产品经理,150,170,12,深圳,,,,统招本科,5年以上,某知名公司,互联网移动互联网电子商务，计算机软件，其他,,https://www.liepin.com/a/18078635.shtml
2019年12月11日,招聘ID66923数据分析经理,20,30,16,上海,,,,统招本科,3年以上,某外资商业地产集团,房地产开发建筑建材工程，房地产服务(物业管理地产经纪),,https://www.liepin.com/a/16830369.shtml
2019年12月11日,招聘数据分析主管,8,15,12,上海,,,黄浦区,统招本科,2年以上,汉德森日用保健品(上海)有限公司,快消品,带薪年假|通讯津贴|定期体检|弹性工作|节日礼物|扁平管理|管理规范|技能培训|五险一金|发展空间大,https://www.liepin.com/job/1916222973.shtml
2019年12月11日,招聘数据分析岗,面议,,,北京,,,,硕士及以上,经验不限,基金,基金,500强|管理规范|绩效奖金|带薪年假,https://www.liepin.com/job/1920940791.shtml
2019年12月11日,招聘数据&amp;产品运营组数据分析专家(上海)\t,20,33,16,上海,,,,学历不限,5年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17345703.shtml
2019年12月11日,招聘数据分析专家,28,45,16,北京,,,,统招本科,3年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/18111583.shtml
2019年12月11日,招聘BI数据分析经营分析,30,60,16,上海,,,杨浦区,学历不限,3年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17588791.shtml
2019年12月11日,招聘（高级）稽核数据分析师,8,13,16,西安,,,,本科及以上,1年以上,知名金融、科技、投资类大型集团公司,保险，银行，计算机硬件网络设备,,https://www.liepin.com/a/17727503.shtml
2019年12月11日,招聘数据分析师,12,20,12,广州,,,增城区,统招本科,经验不限,规划/设计/装潢,规划设计装潢,绩效奖金|带薪年假|定期体检|技能培训|五险一金|优秀员工奖,https://www.liepin.com/job/1922192733.shtml
2019年12月11日,招聘数据分析高级经理,25,45,14,北京,,,,统招本科,4年以上,大型互联网在线教育企业,互联网移动互联网电子商务，教育培训学术科研院校，服务系统集成,,https://www.liepin.com/a/17259499.shtml
2019年12月11日,招聘数据分析岗,2,3,12,上海,,,静安区,本科及以上,经验不限,上海千铭资产管理有限公司,专业服务,,https://www.liepin.com/job/1925216211.shtml
2019年12月11日,招聘数据分析工程师,8,10,12,杭州,,,,学历不限,3年以上,家具/家电,家具家电,带薪年假|弹性工作|发展空间大|上市公司,https://www.liepin.com/job/1923728421.shtml
2019年12月11日,招聘数据分析师,30,60,12,,,,,学历不限,1年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/18121519.shtml
2019年12月11日,招聘数据分析师,面议,,,武汉,,,,统招本科,2年以上,东浦信息,服务,绩效奖金|带薪年假|交通补助|通讯津贴|午餐补助|定期体检|节日礼物|岗位晋升|五险一金,https://www.liepin.com/job/1918215825.shtml
2019年12月11日,招聘数据分析师,10,15,12,上海,,,,大专及以上,2年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/18060035.shtml
2019年12月11日,招聘数据分析工程师,面议,,,重庆,,,,统招本科,5年以上,重庆佑佑宝贝妇儿医院有限公司,医疗保健美容,领导好|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1924149269.shtml
2019年12月11日,招聘数据分析师（分析及建模方向）,20,30,12,上海,,,,统招本科,3年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17467457.shtml
2019年12月11日,招聘数据分析专员,6,8,12,厦门,,,,大专及以上,经验不限,大洲新燕(厦门)生物科技有限公司,原材料加工,,https://www.liepin.com/job/1924433685.shtml
2019年12月11日,招聘运营数据统计,4,8,12,,,,,本科及以上,1年以上,北京华航世纪文化传播有限公司,影视文化,,https://www.liepin.com/job/1924431653.shtml
2019年12月11日,招聘数据统计专员,3,5,12,长春,,,,本科及以上,1年以上,迪瑞医疗,医疗器械,五险一金|包吃包住|定期体检|免费班车|年度旅游,https://www.liepin.com/job/1923406143.shtml
2019年12月10日,招聘数据分析师,8,12,12,上海,,,嘉定区,本科及以上,3年以上,交通/物流/运输,交通物流运输,年底双薪|绩效奖金|带薪年假|午餐补助|免费班车|五险一金,https://www.liepin.com/job/1925238703.shtml
2019年12月10日,招聘电商数据分析主管,面议,,,广州,,,,大专及以上,2年以上,电子商务,电子商务,带薪年假|一线江景|绩效奖金|补充商业保险|弹性工作制|舒适的工作环境|丰富下午茶|低折扣内购机会|多样化的培训机会|交通便利|定期体检|融洽的团队氛围|六险二金|完善的晋升机制,https://www.liepin.com/job/1925238337.shtml
2019年12月10日,招聘物流需求数据分析主任,13,15,20,中山,佛山,,,统招本科,4年以上,某保健品企业,交通物流运输，医疗保健美容卫生服务，食品饮料烟酒日化,,https://www.liepin.com/a/18123435.shtml
2019年12月10日,招聘资深数据分析师,13,25,12,上海,,,长征,本科及以上,3年以上,饿了么,轮,带薪年假|扁平管理|定期体检|岗位晋升|五险一金,https://www.liepin.com/job/1915512842.shtml
2019年12月10日,招聘蚂蚁金服-服务运营数据分析专家,18,28,15,成都,,,,本科及以上,经验不限,互联网金融,互联网金融,,https://www.liepin.com/job/1925237941.shtml
2019年12月10日,招聘数据分析师（财务方向/业财融合）,12,14,14,广州,,,,本科及以上,2年以上,世纪龙信息网络有限责任公司,互联网电商,,https://www.liepin.com/job/1925182159.shtml
2019年12月10日,招聘数据分析研究员,10,20,12,深圳,,,,硕士及以上,1年以上,舒糖讯息科技(深圳)有限公司,医疗器械,年底双薪|五险|带薪年假|弹性工作|午餐补助,https://www.liepin.com/job/1916364461.shtml
2019年12月10日,招聘数据分析经理,35,60,14,,,,,统招本科,5年以上,游戏产业,游戏产业,带薪年假|午餐补助|定期体检|弹性工作|年度旅游|七险一金,https://www.liepin.com/job/1925237525.shtml
2019年12月10日,招聘高级数据分析师,20,40,15,北京,,,,统招本科,3年以上,互联网金融,互联网金融,绩效奖金|带薪年假|定期体检|弹性工作|年度旅游|免费班车|扁平管理|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1916241399.shtml
2019年12月10日,招聘数据分析师,10,20,15,北京,,,,本科及以上,2年以上,互联网金融,互联网金融,绩效奖金|带薪年假|定期体检|弹性工作|年度旅游|免费班车|扁平管理|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1917967771.shtml
2019年12月10日,招聘数据分析师-用户增长方向,20,40,14,北京,,,,统招本科,3年以上,互联网金融,互联网金融,绩效奖金|带薪年假|定期体检|弹性工作|年度旅游|免费班车|扁平管理|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1917804951.shtml
2019年12月10日,招聘大数据分析师,20,40,15,,,,,本科及以上,3年以上,360,其他,绩效奖金|带薪年假|午餐补助|定期体检|节日礼物|免费班车|五险一金|团队聚餐,https://www.liepin.com/job/1925237219.shtml
2019年12月10日,招聘金融数据分析师,20,30,15,杭州,,,,本科及以上,3年以上,贝贝集团,轮,股票期权|带薪年假|交通补助|午餐补助|定期体检|弹性工作|年度旅游,https://www.liepin.com/job/1924688955.shtml
2019年12月10日,招聘数据分析专员/上海,8,10,13,上海,,,,统招本科,经验不限,维格娜丝,服装纺织,管理规范|交通补助|带薪年假|午餐补助|节日礼物|五险一金|上市公司,https://www.liepin.com/job/1922791117.shtml
2019年12月10日,招聘数据分析师,25,40,13,上海,,,,本科及以上,5年以上,咨询服务,咨询服务,,https://www.liepin.com/a/18122509.shtml
2019年12月10日,招聘数据分析师,面议,,,,,,,本科及以上,3年以上,Lenovo,计算机网络设备,五险一金|绩效奖金|午餐补助|带薪年假|弹性工作|补充医疗保险|定期体检|节日礼物,https://www.liepin.com/job/1925236343.shtml
2019年12月10日,招聘数据分析师（浏览器/小视频）(003521),25,50,12,南京,,,小行,统招本科,3年以上,维沃移动通信有限公司(vivo智能手机),通信业,股票期权|带薪年假|五险一金|年度旅游|弹性工作|岗位晋升|扁平管理,https://www.liepin.com/job/1919449959.shtml
2019年12月10日,招聘BI产品经理-数据分析产品经理,50,70,15,北京,,,,学历不限,8年以上,xxx知名互联网公司,互联网移动互联网电子商务，计算机软件,,https://www.liepin.com/a/17964079.shtml
2019年12月10日,招聘数据分析专家 (MJ000095),面议,,,广州,,,,本科及以上,5年以上,荔枝,互联网电商,带薪年假|弹性工作|扁平管理|岗位晋升|五险一金|领导好|发展空间大,https://www.liepin.com/job/1918068591.shtml
