小区,地区,厅,面积,单位,方向,状态,层,build-year,形式,钱,单位,网址,推荐语
潘家园东里 ,潘家园,2室1厅 ,61.85,平米, 南 , 简装 , 顶层(共18层) , 1994年建 , 塔楼,358,万,https://bj.lianjia.com/ershoufang/101106362255.html,潘家园东里 2室1厅 358万
南沙滩小区 ,南沙滩,3室1厅 ,69.87,平米, 东 西 北 , 简装 , 顶层(共6层) , 1987年建 , 板楼,450,万,https://bj.lianjia.com/ershoufang/101106362207.html,南沙滩三居室，东西向，满五年公房
天乐园 ,奥林匹克公园,1室1厅 ,94.77,平米, 南 北 , 精装 , 中楼层(共11层) , 2004年建 , 板楼,590,万,https://bj.lianjia.com/ershoufang/101106362154.html,天乐园 1室1厅 590万
卢沟桥南里 ,卢沟桥,2室1厅 ,52.33,平米, 南 北 , 其他 , 中楼层(共6层) , 1985年建 , 板楼,243,万,https://bj.lianjia.com/ershoufang/101106362139.html,卢沟桥南里 2室1厅 243万
重聚园 ,鲁谷,1室1厅 ,62.63,平米, 西南 , 简装 , 高楼层(共24层) , 2003年建 , 塔楼,325,万,https://bj.lianjia.com/ershoufang/101106362124.html,重聚园 1室1厅 325万
和义西里三区 ,和义,1室2厅 ,80.59,平米, 南 北 , 其他 , 中楼层(共6层) , 2001年建 , 板楼,360,万,https://bj.lianjia.com/ershoufang/101106362107.html,满五年唯一 南北通透 大一居 此房满五年唯一
天创世缘 ,亚运村,2室1厅 ,111.65,平米, 南 , 简装 , 中楼层(共19层) , 2001年建 , 塔楼,750,万,https://bj.lianjia.com/ershoufang/101106362101.html,天创世缘 2室1厅 750万
山水文园二期 ,华威桥,3室2厅 ,128.94,平米, 南 北 , 简装 , 9层 , 2004年建 , 板楼,988,万,https://bj.lianjia.com/ershoufang/101106362095.html,山水文园的3居室，南北通透，只为在等新的主人
一品亦庄 ,亦庄,4室3厅 ,193.88,平米, 南 北 , 其他 , 顶层(共11层) , 2005年建 , 板楼,980,万,https://bj.lianjia.com/ershoufang/101106362080.html,一品亦庄精装复式，满五唯一，带露台阳光房，视野好
双兴小区 ,四惠,2室1厅 ,76.53,平米, 东南 , 精装 , 高楼层(共18层) , 1998年建 , 塔楼,365,万,https://bj.lianjia.com/ershoufang/101106362011.html,满5唯一商品房  卧室采光好 精装修 诚意出售
富泉花园 ,东关,4室2厅 ,263.81,平米, 南 北 , 精装 , 底层(共2层) , 2001年建 , 暂无数据,1700,万,https://bj.lianjia.com/ershoufang/101106362001.html,独栋别墅，精装修，使用面积700平米
八角南路 ,八角,1室1厅 ,39.29,平米, 南 , 毛坯 , 16层 , 1989年建 , 塔楼,220,万,https://bj.lianjia.com/ershoufang/101106361991.html,八角南路 满五年 钢混一居室 贷款时间长
金台里 ,红庙,2室1厅 ,62.12,平米, 东 西 , 精装 , 高楼层(共6层) , 1980年建 , 板楼,380,万,https://bj.lianjia.com/ershoufang/101106361976.html,金台路地铁 东西全明两居 满五唯一 交通便捷
新通国际花园 ,梨园,2室1厅 ,94.21,平米, 西南 , 精装 , 中楼层(共28层) , 2009年建 , 板塔结合,415,万,https://bj.lianjia.com/ershoufang/101106361964.html,满五唯一，双卧朝南，主卧带有大阳台，楼层好
农业部宿舍 ,农展馆,1室1厅 ,43,平米, 南 , 精装 , 低楼层(共6层) , 1994年建 , 板楼,385,万,https://bj.lianjia.com/ershoufang/101106361945.html,部委家属楼 管理好 南向无遮挡 可视门禁 诚意出售
永乐东区 ,鲁谷,2室1厅 ,69.94,平米, 东南 , 简装 , 高楼层(共18层) , 1993年建 , 塔楼,349,万,https://bj.lianjia.com/ershoufang/101106361944.html,鲁谷永乐东区 93年钢混结构，东南两居室，无遮挡
沿海赛洛城六期 ,百子湾,1室1厅 ,62.64,平米, 西 北 , 其他 , 高楼层(共9层) , 2009年建 , 板楼,450,万,https://bj.lianjia.com/ershoufang/101106361914.html,沿海赛洛城六期 1室1厅 450万
诚苑南里 ,新宫,2室1厅 ,114.54,平米, 东 西 , 简装 , 高楼层(共6层) , 2002年建 , 板塔结合,460,万,https://bj.lianjia.com/ershoufang/101106361895.html,东西通透 满五唯一商品房 诚心出售
芳园里 ,酒仙桥,3室1厅 ,71.07,平米, 南 北 , 毛坯 , 顶层(共7层) , 1991年建 , 板楼,380,万,https://bj.lianjia.com/ershoufang/101106361889.html,满五年唯一南北通透三居室随时能看
佳世苑小区 ,良乡,1室1厅 ,67.48,平米, 南 北 , 其他 , 中楼层(共11层) , 2008年建 , 板楼,235,万,https://bj.lianjia.com/ershoufang/101106361881.html,佳世苑小区 1室1厅 235万
新兴家园 ,大兴其它,2室1厅 ,90.63,平米, 南 北 , 简装 , 低楼层(共8层) , 2014年建 , 板楼,245,万,https://bj.lianjia.com/ershoufang/101106361809.html,南中轴路旁 12年建成电梯房 南北双通透户型 满五唯一
天恒花园 ,中央别墅区,2室1厅 ,106.31,平米, 南 北 , 精装 , 高楼层(共6层) , 2005年建 , 板楼,450,万,https://bj.lianjia.com/ershoufang/101106361725.html,天恒南北通透两居室，精装修，户型方正
中景濠庭 ,安定门,4室2厅 ,287.85,平米, 南 北 , 精装 , 低楼层(共22层) , 2001年建 , 塔楼,2700,万,https://bj.lianjia.com/ershoufang/101106361707.html,二环边安定门鼓楼德胜门附近南北通透大四居室
金汉绿港二区 ,顺义城,3室2厅 ,144.12,平米, 南 北 , 其他 , 中楼层(共16层) , 2007年建 , 板楼,610,万,https://bj.lianjia.com/ershoufang/101106361706.html,金汉二区真正好户型三居双明卫户型，好楼层满五唯一
明月嘉园 ,马家堡,2室1厅 ,83.62,平米, 东北 , 精装 , 底层(共24层) , 2004年建 , 塔楼,520,万,https://bj.lianjia.com/ershoufang/101106361663.html,马家堡明月嘉园精装两居拎包入住
宏仁家园 ,马驹桥,2室1厅 ,87.54,平米, 南 , 简装 , 高楼层(共28层) , 2012年建 , 板楼,240,万,https://bj.lianjia.com/ershoufang/101106361652.html,宏仁家园 2室1厅 240万
莱茵河畔 ,亦庄,2室1厅 ,109.63,平米, 南 北 , 精装 , 中楼层(共5层) , 2002年建 , 板楼,600,万,https://bj.lianjia.com/ershoufang/101106361532.html,莱茵河畔，满两年，精装修好楼层
天通苑东一区 ,天通苑,2室1厅 ,100.88,平米, 西南 , 精装 , 中楼层(共19层) , 2001年建 , 塔楼,430,万,https://bj.lianjia.com/ershoufang/101106361521.html,商品房满五年唯一，明厨明卫，高楼层，
静安里 ,国展,1室1厅 ,48.09,平米, 南 北 , 其他 , 中楼层(共6层) , 1995年建 , 板楼,310,万,https://bj.lianjia.com/ershoufang/101106361462.html,精装修大一居室一厅诚意出售 随时签约
贾家花园15号院 ,刘家窑,2室1厅 ,113.49,平米, 南 北 , 精装 , 中楼层(共18层) , 2009年建 , 板楼,730,万,https://bj.lianjia.com/ershoufang/101106361456.html,贾家花园15号院 南北通透两居室 中楼层无遮挡
海云轩 ,西直门,1室1厅 ,93.92,平米, 西北 , 其他 , 中楼层(共22层) , 2000年建 , 板塔结合,645,万,https://bj.lianjia.com/ershoufang/101106361455.html,西直门海云轩满五唯一可以1改2优质大一居室
松榆西里 ,潘家园,2室1厅 ,50.14,平米, 南 北 , 精装 , 顶层(共6层) , 1992年建 , 板楼,309,万,https://bj.lianjia.com/ershoufang/101106361437.html,此房满满五年唯一 低总价，南北通透视野开阔
铁二区 ,月坛,1室1厅 ,40.3,平米, 南 北 , 简装 , 高楼层(共18层) , 1991年建 , 塔楼,640,万,https://bj.lianjia.com/ershoufang/101106361421.html,铁二区带电梯南北通透一居室，楼龄新刚改造完毕
时代国际嘉园 ,双井,3室1厅 ,109.4,平米, 东南 北 , 简装 , 中楼层(共12层) , 2006年建 , 塔楼,900,万,https://bj.lianjia.com/ershoufang/101106361371.html,东南北三居，采光充足，小区周边成熟配套
北苑家园清友园 ,北苑,3室2厅 ,153,平米, 南 北 , 精装 , 高楼层(共14层) , 2002年建 , 板楼,800,万,https://bj.lianjia.com/ershoufang/101106361326.html,北苑家园清友园 3室2厅 800万
丰西北里 ,五里店,1室1厅 ,42.04,平米, 南 , 精装 , 顶层(共6层) , 1990年建 , 板楼,199,万,https://bj.lianjia.com/ershoufang/101106361319.html,顶层精装修  格局有改动  朝南向  采光好
雅世合金公寓 ,田村,3室1厅 ,93.55,平米, 南 , 精装 , 中楼层(共8层) , 2011年建 , 板楼,860,万,https://bj.lianjia.com/ershoufang/101106361266.html,2011年日式小区  南向二居主卧带书房  户型方正采光好
大西洋新城E区 ,望京,2室1厅 ,92.32,平米, 西南 , 其他 , 高楼层(共23层) , 2010年建 , 塔楼,900,万,https://bj.lianjia.com/ershoufang/101106361259.html,大西洋新城E区 2室1厅 900万
万年花城四期 ,玉泉营,1室1厅 ,70.97,平米, 北 , 简装 , 中楼层(共27层) , 2008年建 , 塔楼,475,万,https://bj.lianjia.com/ershoufang/101106361231.html,高楼层视野开阔    格局合理
新天第 ,国展,2室1厅 ,113.36,平米, 南 , 简装 , 高楼层(共29层) , 2001年建 , 塔楼,960,万,https://bj.lianjia.com/ershoufang/101106361184.html,高楼层，全南两居，满五唯一，特殊户型，诚心出售
华富丽苑 ,青塔,1室1厅 ,75.73,平米, 东 , 精装 , 中楼层(共27层) , 2009年建 , 塔楼,370,万,https://bj.lianjia.com/ershoufang/101106361160.html,满五唯一商品房  中间楼层 07年社区 到公交站200米
古城南路 ,古城,3室1厅 ,68.36,平米, 南 北 , 精装 , 中楼层(共5层) , 1980年建 , 板楼,360,万,https://bj.lianjia.com/ershoufang/101106361148.html,爱上一座城，恋上一个家田字格户型三室一厅南北通透
天坛东里中区 ,天坛,2室1厅 ,48.47,平米, 南 北 , 其他 , 中楼层(共5层) , 1970年建 , 板楼,430,万,https://bj.lianjia.com/ershoufang/101106361138.html,天坛东里中区 2室1厅 430万
三义庙北 ,苏州桥,3室1厅 ,64.84,平米, 东 南 北 , 简装 , 底层(共6层) , 1988年建 , 板楼,680,万,https://bj.lianjia.com/ershoufang/101106361095.html,三义庙正规三居室，不临街，满五年央产房
世图印刷厂家属院 ,万达,2室1厅 ,62.8,平米, 南 北 , 其他 , 低楼层(共6层) , 1987年建 , 板楼,290,万,https://bj.lianjia.com/ershoufang/101106361078.html,新华大街，闹中取静，低楼层，南北通透
翠微中里 ,公主坟,1室1厅 ,53.23,平米, 西南 , 精装 , 低楼层(共16层) , 1995年建 , 塔楼,450,万,https://bj.lianjia.com/ershoufang/101106361072.html,精装修，层高3.3米，95年建成，钢混结构，带客厅
顶秀欣园西苑 ,宋家庄,2室1厅 ,91.89,平米, 西北 , 简装 , 中楼层(共22层) , 2002年建 , 塔楼,500,万,https://bj.lianjia.com/ershoufang/101106361058.html,顶秀欣园西苑 2室1厅 500万
世纪龙祥嘉园 ,奥林匹克公园,1室1厅 ,64.89,平米, 南 , 简装 , 中楼层(共16层) , 2002年建 , 塔楼,438,万,https://bj.lianjia.com/ershoufang/101106361056.html,世纪龙祥嘉园 1室1厅 438万
世纪村东区 ,亚运村小营,1室1厅 ,69.89,平米, 西南 , 精装 , 中楼层(共24层) , 1996年建 , 塔楼,460,万,https://bj.lianjia.com/ershoufang/101106361054.html,世纪村东区 1室1厅 460万
大方居 ,九棵树(家乐福),2室1厅 ,89.99,平米, 西 , 精装 , 高楼层(共22层) , 2008年建 , 板塔结合,315,万,https://bj.lianjia.com/ershoufang/101106361050.html,大方居  西向  两居室  业主诚心出售
天通西苑三区 ,天通苑,3室1厅 ,155.92,平米, 南 北 , 简装 , 底层(共14层) , 2003年建 , 板楼,510,万,https://bj.lianjia.com/ershoufang/101106361018.html,西三区南北通透大3居，无遮挡 南北通透 全天采光
华源新第 ,太平桥,2室2厅 ,103.85,平米, 西北 , 简装 , 中楼层(共21层) , 2000年建 , 塔楼,581,万,https://bj.lianjia.com/ershoufang/101106361002.html,华源新第 双卫大两居 总价低 诚心出售
华源新第 ,太平桥,3室2厅 ,127.88,平米, 南 西 西北 , 简装 , 中楼层(共21层) , 2000年建 , 塔楼,770,万,https://bj.lianjia.com/ershoufang/101106360994.html,华源新第 西南三居室 满五不唯一公房 税费低
育新街 ,右安门内,2室1厅 ,58.25,平米, 南 西 北 , 精装 , 中楼层(共6层) , 1987年建 , 板楼,580,万,https://bj.lianjia.com/ershoufang/101106360927.html,育新街 2室1厅 580万
首座御园一期 ,大兴其它,2室1厅 ,91.32,平米, 南 北 , 其他 , 底层(共8层) , 2009年建 , 板楼,340,万,https://bj.lianjia.com/ershoufang/101106360921.html,2009年电梯房   南北通透  有钥匙
北京新天地一期 ,常营,1室1厅 ,60.69,平米, 北 , 精装 , 底层(共28层) , 2007年建 , 板塔结合,300,万,https://bj.lianjia.com/ershoufang/101106360902.html,满五唯一 方正明亮 北向一居室
安慧里二区 ,亚运村,2室1厅 ,65.93,平米, 南 , 精装 , 高楼层(共25层) , 1990年建 , 塔楼,520,万,https://bj.lianjia.com/ershoufang/101106360887.html,户型方正 装修好 满五年 高楼层 无遮挡
禧瑞都 ,红庙,1室1厅 ,109.15,平米, 东 , 精装 , 28层 , 2010年建 , 塔楼,1100,万,https://bj.lianjia.com/ershoufang/101106360844.html,封闭社区，高楼层一居室，公司产权税费少，东向无遮挡
首座御园一期 ,大兴其它,2室1厅 ,92.64,平米, 南 北 , 精装 , 高楼层(共8层) , 2009年建 , 板楼,368,万,https://bj.lianjia.com/ershoufang/101106360838.html,南北通透 精装修 两居室 不临街不把边 看房方便
卢沟桥南里甲八号院 ,卢沟桥,2室1厅 ,72.15,平米, 南 北 , 其他 , 中楼层(共6层) , 2000年建 , 板楼,345,万,https://bj.lianjia.com/ershoufang/101106360829.html,卢沟桥南里甲八号院 2室1厅 345万
明光村小区 ,西直门,3室1厅 ,64.7,平米, 南 北 , 精装 , 中楼层(共5层) , 1986年建 , 板楼,627,万,https://bj.lianjia.com/ershoufang/101106360799.html,南北通透三居室，精装修，总价低，低楼层。
西直门南大街 ,官园,2室1厅 ,77.6,平米, 西南 , 其他 , 中楼层(共22层) , 1980年建 , 塔楼,920,万,https://bj.lianjia.com/ershoufang/101106360798.html,西直门中直机关大院，电梯大两居，二环里管理好
东直门南大街 ,东直门,1室1厅 ,46.26,平米, 东北 , 简装 , 中楼层(共18层) , 1991年建 , 板塔结合,500,万,https://bj.lianjia.com/ershoufang/101106360781.html,东直门南大街高楼层正规一室一厅户型，看房方便
新街口西里二区 ,新街口,2室1厅 ,73.88,平米, 南 北 , 其他 , 低楼层(共7层) , 2004年建 , 板楼,920,万,https://bj.lianjia.com/ershoufang/101106360727.html,二环里 新街口 楼龄新 南北通透两居室 有正规客厅
北沙滩1号院 ,南沙滩,3室1厅 ,80.01,平米, 东北 , 简装 , 低楼层(共18层) , 1999年建 , 塔楼,625,万,https://bj.lianjia.com/ershoufang/101106360720.html,北沙滩1号院 3室1厅 625万
运河湾 ,武夷花园,3室1厅 ,159.58,平米, 南 北 , 其他 , 底层(共29层) , 2011年建 , 板塔结合,870,万,https://bj.lianjia.com/ershoufang/101106360719.html,运河湾 3室1厅 870万
天通苑东二区 ,天通苑,3室2厅 ,147.42,平米, 南 北 , 精装 , 高楼层(共7层) , 2001年建 , 板楼,420,万,https://bj.lianjia.com/ershoufang/101106360678.html,经典精装小复式，南北通透，采光充足
芳群园二区 ,方庄,3室1厅 ,85.52,平米, 西南 , 其他 , 中楼层(共25层) , 1990年建 , 板塔结合,780,万,https://bj.lianjia.com/ershoufang/101106360675.html,芳群园二区 3室1厅 780万
复兴路79号院 ,五棵松,1室1厅 ,43.7,平米, 南 北 , 精装 , 中楼层(共18层) , 1990年建 , 塔楼,365,万,https://bj.lianjia.com/ershoufang/101106360670.html,五棵松地铁旁  精装修一居室  高楼层有电梯视野好
国美第一城3号院 ,朝青,2室2厅 ,96.26,平米, 西南 , 精装 , 中楼层(共26层) , 2007年建 , 板塔结合,550,万,https://bj.lianjia.com/ershoufang/101106360647.html,朝青热推  二次精装两居  南向采光好房
丰体时代花园 ,岳各庄,2室1厅 ,88.8,平米, 南 , 简装 , 中楼层(共29层) , 2008年建 , 塔楼,427,万,https://bj.lianjia.com/ershoufang/101106360640.html,丰体时代花园 南向两居 近地铁 业主诚售
朝阳旺角 ,双桥,1室1厅 ,75.95,平米, 南 , 其他 , 低楼层(共15层) , 2007年建 , 塔楼,378,万,https://bj.lianjia.com/ershoufang/101106360637.html,朝阳旺角 1室1厅 378万
万源南里 ,旧宫,2室1厅 ,52.4,平米, 南 , 其他 , 底层(共6层) , 1994年建 , 板楼,255,万,https://bj.lianjia.com/ershoufang/101106360627.html,万源南里 2室1厅 255万
如意园 ,万达,2室1厅 ,74.76,平米, 西南 , 毛坯 , 底层(共6层) , 1994年建 , 板楼,400,万,https://bj.lianjia.com/ershoufang/101106360623.html,南向两居室 户型方正 业主诚意出售
住欣家园 ,常营,3室1厅 ,89.47,平米, 西北 , 简装 , 底层(共26层) , 2010年建 , 塔楼,303,万,https://bj.lianjia.com/ershoufang/101106360618.html,首付162万的3居室，业主自住标准装修，看房方便。
韩庄子西里 ,看丹桥,3室1厅 ,68.9,平米, 南 北 , 简装 , 顶层(共6层) , 1980年建 , 板楼,365,万,https://bj.lianjia.com/ershoufang/101106360610.html,韩庄子西里 3室1厅 365万
阜成门外大街 ,月坛,1室1厅 ,57.4,平米, 南 , 其他 , 底层(共5层) , 1996年建 , 板楼,670,万,https://bj.lianjia.com/ershoufang/101106360588.html,阜成门  正规一居室   低楼层
六合园 ,鲁谷,3室2厅 ,103.36,平米, 南 北 , 其他 , 高楼层(共7层) , 1994年建 , 板楼,460,万,https://bj.lianjia.com/ershoufang/101106360568.html,六合园南北通透复式，满五年，业主在京就这一套住宅
农光南路 ,劲松,1室1厅 ,42.83,平米, 南 , 简装 , 底层(共4层) , 1993年建 , 板楼,272,万,https://bj.lianjia.com/ershoufang/101106360563.html,劲松农光南路 满五唯一 南向采光好 视野好  近地铁
古城西路 ,古城,2室1厅 ,60.3,平米, 南 , 精装 , 低楼层(共16层) , 1986年建 , 塔楼,300,万,https://bj.lianjia.com/ershoufang/101106360541.html,古城西路 电梯房 南北向，精装修直接入住，双阳台
三里河二区A区 ,月坛,3室1厅 ,117.6,平米, 西北 , 其他 , 中楼层(共20层) , 2001年建 , 塔楼,1590,万,https://bj.lianjia.com/ershoufang/101106360481.html,房子刚一年的精装修，拎包入住，业主诚心出售
